actor,text
Walter,"Marijuana, yeah. Not a lot. I mean, I don't know. I kinda like it."
Skyler,"Are you out of your mind? What are you, like 16 years old? Your brother-in-law is a DEA agent. What is wrong with you?"
Walter,Skyler I just haven't quite been myself lately.
Skyler,"Yeah, no shit. Thanks for noticing."
Walter,"I haven't been myself lately, but I love you. Nothing about that has changed. Nothing ever will. So right now, what I need is for you to climb down out of my ass. Can you do that? Will you do that for me, honey? Will you, please, just once, get off my ass? You know, I'd appreciate it. I really would."
Walter,Stop! Stop in 15 minutes.
Jesse,"Just meat, is all. Just a bunch of meat. Oh, Jesus. It's cool, you're cool. You're all good, yo. You're all good in the hood. It's fine. Just a bunch of meat, come on. You got it."
Skyler,"Excuse me! Excuse me? You. Yes, you. May I talk to you?"
Jesse,This is private property!
Skyler,Just a minute. I wanna talk to you.
Jesse,"No, I'm not interested."
Skyler,"Hey, don't touch me! Do not touch me."
Jesse,"All right, look, not touching, okay? Not touching here. Look, lady, whatever you're selling, I ain't buying, yo."
Skyler,"Well, my name is Skyler White, yo. My husband is Walter White, yo. He told me everything."
Jesse,Seriously?
Skyler,"That's right. And just so you know My brother-in-law is a DEA agent. And I will not hesitate to call him. Not if I have to. Understood? This is your one and only warning. Do not sell marijuana to my husband. Okay. I mean it. Don't call our house again. You stay away from him, or you'll be one sorry individual. You got me?"
Jesse,"I think so, yeah. No more marijuana. I can dig it."
Skyler,"You can dig it. Wonderful. Not that it's any of my business, but you might wanna consider a different line of work."
Jesse,Okay.
Jesse,"""Let's go to your house, yo!” Makes perfect sense. ""Let's completely screw up your house so you never wanna spend another night in it.” Sure. You know, why not? ""And then, how about I send over my psycho-bitch wife to you know, break your balls and threaten you?” God, that'd be hilarious. ""And then, the k*ller in the basement? The one who's completely my responsibility? Hell, let's just let him live down there. Just, I don't know, make sure to feed him, like three times a day.”  Sure, why not? That would be amazing. Thank you so much for the opportunity. I always dreamt about, I don't know, melting bodies!"
Jesse,You got a brother in the goddamned DEA?
Walter,What?
Jesse,"You said you were just doing some ride-along. Yes or no, do you have a brother in the DEA?"
Walter,Brother-in-law.
Jesse,Now there's a load off my mind.
Walter,Where did you hear that?
Jesse,"Your freaking wife told me when she was here all up on my shit. Yeah, that's right. She almost caught me moving Emilio! Good job in wearing the pants in the family. And why did you go and tell her I was selling you weed?"
Walter,"Because somehow, it seemed preferable to admitting that I cooked crystal meth and k*lled a man. Is that what I think it is?"
Jesse,"Yeah, it is. I smoked a bowl, so what? My house, my rules. Hey, no, no! Don't give me that, okay? I held up my end. I already took care of Emilio. You're still diddling around, trying to get your nut up. Well, boo-hoo."
Walter,I have the truly awful job here.
Jesse,You wanna talk awful? You wanna go there? Try dragging 200 pounds of stink up a flight of stairs. I barely got him in the bathtub!
Walter,"Bathtub? What do you mean, ""bathtub""?"
Jesse,"That's another thing. Why you got me running around town, trying to find some stupid piece of plastic, when I have a perfectly good tub I can use?"
Walter,"Oh, God. I'm sorry, what were you asking me? Oh, yes. That stupid plastic container I asked you to buy. You see, hydrofluoric acid won't eat through plastic. It will however dissolve metal, rock, glass, ceramic. So there's that."
Walter,Let's break it down. Hydrogen. What does that give us?
Gretchen,By mole? We're looking at 63%.
Walter,63? Wow that is a big bite. My next step's gotta be oxygen.
Gretchen,Oxygen  26%.
Walter,26. There you have your water.
Gretchen,Carbon  9%.
Walter,Carbon  9.
Gretchen,For a total of 98%?
Walter,Right.
Gretchen,Nitrogen  1.25%.
Walter,1.25.
Gretchen,That brings it to 99 and a quarter. Which only leaves you with the trace elements down where the magic happens.
Walter,"Oh, wait a minute. What about calcium? Calcium's not a trace. Got a whole skeleton to account for."
Gretchen,"You would think, right?"
Walter,Right.
Gretchen,Calcium. Calcium is only .25%.
Walter,"What? That low? Seriously? Damn, I never would have thought that. Okay, so where does iron fit in?"
Gretchen,"Iron. Wow, okay. .00004%."
Walter,What? You can't have hemoglobin without iron.
Gretchen,"Apparently, it don't take much."
Walter,"No, it don't. Go figure. Sodium."
Gretchen,Sodium  .04. Phosphorus  .19.
Walter,".19. There we go. So, the whole thing adds up to 99.888042%. We are .111958% shy."
Gretchen,Supposedly that's everything.
Walter,"Yeah? I don't know. Just seems like something's missing, doesn't it? There got to be more to a human being than that."
Marie,"I hate these shoes. These shoes make me look like I should be changing bedpans, like I should be squeaking around bringing soup to some disgusting old person, then take the bus home to my 16 cats."
Walter Junior,Then why are you wearing them?
Marie,I like the support. My arches happen to be extremely archy.
Walter Junior,"Yo. What's up? Hey, can you call me, like, in two minutes? Thanks. Bye. Gotta go take this."
Skyler,Female?
Walter Junior,"Louis. Not like it's any of your business, though."
Skyler,"Just be quick about it. Oh, and, um, please don't say yo. You can't know how much I hate that."
Marie,You missed a spot right there. Should you be up on that ladder?
Skyler,You're more than welcome to take over for me up here.
Marie,I don't see why you don't just get Walt to do it.
Skyler,"Yeah. There's an idea. So, I'm working on this new short story, and there's this stoner character in it, and I'm trying to, well, know you, actually, let me backup. You've smoked your fair share of pot in college, didn't you? I mean, you at least tried it. Come on."
Marie,I perhaps tried it. Why?
Skyler,"Do you remember it having an effect on your mood, like changing it in any major way, or…"
Marie,It made me more serious.
Skyler,"Really? Because I mostly remember it made me light-headed. That's about it. I was just wondering if it maybe could you know, it's just a character thing I'm stuck on. Never mind."
Marie,Walter Jr. is on pot?
Skyler,What? No! No. What would make you even…
Marie,Where's he getting it from?
Skyler,Marie. Seriously.
Marie,Is it this Louis person? What are you going to do about this?
Skyler,"You need to look me in the eye. I am strictly asking about a story that I am writing, that's all. Right hand to God, Walter Jr. is not on pot. Certainly not as far as I know."
Marie,Not as far as you know?
Skyler,Marie.
Krazy-8,"Look at me. Hey, turn around and look at me. This here I wouldn't do this to my worst enemy. This is degrading."
Walter,I'm sorry.
Krazy-8,"You hope I'll make it easy on you and just drop dead, don't you? Well, I won't. So either k*ll me or let me go. You don't have it in you, Walter."
Walter,How do you know my name?
Krazy-8,Jesse. He told Emilio and me.
Walter,"When he came by to sell your meth? So what? You threaten him, huh? Did you beat it out of him?"
Krazy-8,Not even close.
Walter,What else did he tell you?
Krazy-8,"Pretty much everything you can think of. How you were his high school teacher. How one time you taught about carbon dioxide by making grape soda in class. How you have a son who's retarded, or in a wheelchair or something. This shouldn't come across as some news flash. That partner of yours he's got a big mouth. Walter, I don't know what you think you're doing here, but trust me, this line of work doesn't suit you."
Walter,"So I should just let you go, then? Just unlock you and adios, huh?"
Krazy-8,"I don't see what real choice you have if it's between that and cold-blooded m*rder. Besides, your real problem is sitting upstairs."
Jesse,"Occupied! Hey, yo, I'm trying to pinch one off in here! Just give me some privacy, would ya? What the hell, man? What are you doing, man? You assh*le!"
Walter,You told him my name.
Jesse,Says who? Him?
Walter,"My name, where I work. You told him about my son!"
Jesse,Don't touch me!
Walter,Damn junkie!
Jesse,"No, give me that!"
Walter,Too late! This is going down the toilet. Watch it go!
Jesse,"No, that's worth 40 grand, you stupid shit."
Walter,It's worth nothing when you smoke it all. Get off the toilet. Get off the toilet! Get off the toilet! Stop it!
Jesse,No! No way!
Walter,Where the hell do you think you're going?
Jesse,"Back off, man! Jesus!"
Walter,We've got work to do!
Jesse,"No, you got work to do. I did my part."
Walter,You mean that obscenity that I spent the last two hours cleaning up? That is your contribution?
Jesse,"Yo! Kiss my pink ass, man! I didn't ask for any of this! How am I supposed to live here now, huh? My whole house smells like toe cheese and dry cleaning."
Walter,Because you didn't follow my instructions!
Jesse,"Oh, well, heil h*tler, bitch. And let me tell you something else. We flipped a coin, okay? You and me. You and me! Coin flip is sacred."
Walter,Damn it.
Jesse,"Your job is waiting for you in that basement, as per the coin. f*cking do it already."
Employee,"That's what she said. Yeah, I think we have some of those. Yeah, you'll have to try them on. Hello. 7 and 1/2, maybe. I don't know."
Marie,Excuse me. Do you have these in black?
Employee,"Anyway, so like I was saying, I went to the party the other night. Yeah, Tony was there."
Marie,"Hey, where have you been? I called you two hours ago."
Hank,"Sorry, baby. I'm kinda busy here. What's up?"
Marie,"Kind of a lot, actually, and it's a delicate subject, so I need you to focus and..."
Hank,"Hey, sit down! Sit down!"
Marie,"Damn it, Hank."
Hank,"Well, sorry, babe. I'm just kind of in the middle of something here. Sit down! Sit your ass down! Comprende? You, too! Sit down! Sientete! I'm back, baby. What's up?"
Marie,Walter Jr.
Hank,"Yeah, what about him?"
Marie,Marijuana. He's smoking it.
Hank,Bullshit.
Marie,Excuse me. His own mother seems to think so.
Hank,Skyler told you that?
Marie,She inferred it.
Hank,"She inferred it, huh?"
Marie,"She strongly inferred it, like ""Doctor, my friend suffers from erectile dysfunction."" Please, come on already. I want you to talk to him."
Hank,"Walt should. Skyler, better yet. She'll kick his butt up and down the block."
Marie,"I think it ought to be you. You know, tell him some horror stories. Maybe show him some autopsy pictures."
Hank,"What, autopsy for a pot overdose? Come on. I don't know, baby. It's just that, you know I figure his dad should be the one doing this thing, don't you think?"
Marie,"Hank, he respects you."
Hank,"Yeah, all right. Well, listen, I'll swing by their place after work."
Marie,Good. Scare him straight.
Hank,Where's my sugar?
Employee,"Excuse me, ma'am. Ma'am. You need to be wearing footies before you try those on."
Marie,I'm extremely clean.
Employee,"Yeah, well, I'd really appreciate it. Hey, sorry about that. Yeah, I'll check. You know, I hid a pair for you last week, gray ones, but my manager found them, and we had to put them back on the floor."
